carat,clarity,color,cut,x dimension,y dimension,z dimension,depth,table,price
0.7959183673469388,SI2,E,Fair,5.9,5.834074074074074,3.64,62.2,54.0,2500
1.05,IF,I,Premium,6.6,6.59,4.09,62.3,58.0,9600
0.4,VVS2,J,Good,4.7,4.69,2.91,62.1,57.0,1800
0.55,I1,G,Very good,5.3,5.834074074074074,3.28,62.4,57.0,2300
0.7959183673469388,VVS1,H,Ideal,6.8,6.79,4.21,62.2,57.0,7900
0.7,SI2,D,Good,5.7,5.69,3.53,62.5,57.0,4000
0.9,SI1,Colorless,Premium,6.2,6.22,3.690748299319728,62.3,59.0,6600
0.5,VVS2,F,Good,5.2,5.834074074074074,3.22,62.6,58.0,3100
0.45,I1,I,Fair,4.8,4.81,2.98,62.3,54.0,1100
1.2,VVS1,E,Premium,6.8,5.834074074074074,4.2,62.7,58.0,10200
0.65,SI2,G,Good,5.6,5.59,3.47,62.3,57.0,3500
0.55,VVS2,D,Very good,5.4,5.834074074074074,3.34,62.4,56.0,2800
1.3,SI1,H,Ideal,6.9,6.92,3.690748299319728,62.8,59.0,9900
0.75,IF,F,Good,5.9,5.834074074074074,3.65,62.5,57.0,4700
0.7959183673469388,I1,E,Fair,6.0,5.834074074074074,3.71,62.6,55.0,2600
0.5,SI2,I,Very good,5.1,5.834074074074074,3.17,62.1,56.0,2200
0.85,VVS2,E,Premium,6.0,6.03,3.73,62.3,58.0,6500
0.7959183673469388,I1,G,Ideal,5.7,5.834074074074074,3.56,62.4,56.0,1900
1.1,SI2,H,Fair,6.6,6.58,3.690748299319728,62.5,54.0,7100
0.7959183673469388,VVS1,D,Good,6.3,6.32,3.92,62.3,57.0,7800
0.9,SI1,I,Very good,6.2,5.834074074074074,3.85,62.2,59.0,6700
0.5,VVS2,F,Premium,5.2,5.23,3.690748299319728,62.1,58.0,3200
0.7959183673469388,I1,Colorless,Good,5.5,5.834074074074074,3.41,62.3,56.0,2400
0.4,IF,G,Ideal,4.7,4.69,2.91,62.3,57.0,2600
1.15,VVS2,H,Fair,6.7,6.71,4.14,62.6,57.0,9200
0.7959183673469388,SI2,E,Very good,5.8,5.81,3.690748299319728,62.3,55.0,3000
0.7,SI1,I,Premium,5.7,5.68,3.53,62.7,58.0,4100
0.65,VVS1,D,Good,5.6,5.57,3.690748299319728,62.4,56.0,3600
1.25,IF,G,Ideal,6.8,5.834074074074074,4.21,62.3,59.0,10300
0.55,I1,F,Fair,5.3,5.834074074074074,3.28,62.1,54.0,2300
0.6,SI2,E,Premium,5.5,5.49,3.690748299319728,62.2,57.0,3400
0.7959183673469388,VVS2,D,Good,6.4,6.42,3.97,62.3,57.0,8000
0.75,SI1,I,Very good,5.9,5.88,3.65,62.3,57.0,4400
1.4,VVS1,E,Premium,7.1,5.834074074074074,4.4,62.7,58.0,11500
0.7959183673469388,I1,F,Good,5.9,5.89,3.690748299319728,62.8,55.0,2500
0.45,SI2,H,Ideal,4.8,4.79,2.97,62.3,56.0,1500
0.95,SI2,G,Very good,6.3,6.31,3.92,62.3,56.0,6800
1.05,I1,Colorless,Premium,6.7,6.68,3.690748299319728,62.5,57.0,7300
0.55,VVS1,H,Good,5.3,5.29,3.690748299319728,62.1,58.0,3100
0.65,SI2,I,Fair,5.6,5.59,3.46,62.3,56.0,3300
0.7959183673469388,VVS2,E,Premium,6.5,6.51,4.03,62.3,57.0,7700
0.8,IF,F,Good,6.0,5.834074074074074,3.72,62.3,57.0,5900
1.15,SI1,G,Very good,6.8,6.82,4.21,62.6,58.0,9300
0.7959183673469388,VVS2,D,Fair,6.4,5.834074074074074,3.97,62.4,57.0,7900
0.7,SI2,H,Ideal,5.7,5.68,3.52,62.5,57.0,4200
1.3,I1,I,Premium,7.0,5.834074074074074,4.33,62.7,56.0,9800
0.4,VVS1,F,Good,4.8,4.77,2.96,62.3,55.0,2700
0.7959183673469388,SI2,E,Good,5.6,5.58,3.690748299319728,62.2,59.0,2900
0.85,IF,D,Very good,6.1,6.09,3.78,62.3,56.0,6500
1.2,VVS2,G,Fair,6.9,6.89,3.690748299319728,62.8,54.0,10100
0.5,SI1,H,Premium,5.1,5.834074074074074,3.16,62.3,57.0,3000
1.05,I1,I,Very good,6.6,6.59,4.08,62.3,58.0,7400
0.45,VVS2,E,Good,4.9,5.834074074074074,3.02,62.4,55.0,2600
0.75,SI2,F,Ideal,5.8,5.77,3.59,62.3,56.0,4600
0.7959183673469388,IF,G,Premium,6.3,6.28,3.690748299319728,62.5,57.0,7200
0.6,VVS1,H,Good,5.5,5.49,3.690748299319728,62.1,56.0,3600
0.9,SI2,H,Premium,6.2,6.21,3.84,62.3,59.0,6800
1.1,VVS1,E,Very good,6.7,5.834074074074074,4.15,62.2,56.0,9500
0.7959183673469388,IF,I,Good,6.5,6.52,4.04,62.3,58.0,7600
0.45,SI1,F,Fair,4.9,4.88,3.690748299319728,62.5,54.0,2100
0.7,VVS2,G,Ideal,5.7,5.834074074074074,3.54,62.4,55.0,4300
0.7959183673469388,I1,Colorless,Premium,5.4,5.41,3.35,62.3,56.0,2200
0.8,VVS2,H,Very good,6.0,5.834074074074074,3.72,62.7,57.0,6300
1.25,SI2,D,Good,6.9,5.834074074074074,4.26,62.3,58.0,10400
0.55,SI1,I,Fair,5.4,5.39,3.33,62.6,57.0,2800
0.7959183673469388,VVS1,E,Premium,6.3,5.834074074074074,3.9,62.3,59.0,7800
0.65,I1,G,Very good,5.6,5.57,3.47,62.3,56.0,3400
1.3,SI2,H,Fair,7.0,5.834074074074074,4.33,62.7,58.0,10200
0.5,VVS1,I,Ideal,5.2,5.19,3.690748299319728,62.8,55.0,3200
0.85,SI2,F,Very good,6.1,6.11,3.78,62.3,57.0,6400
0.7959183673469388,I1,G,Good,5.6,5.834074074074074,3.46,62.4,59.0,2300
1.05,VVS2,E,Ideal,6.6,6.62,4.09,62.6,57.0,9300
0.4,SI1,F,Fair,4.7,5.834074074074074,2.92,62.1,56.0,2400
1.2,VVS1,G,Premium,6.8,5.834074074074074,4.2,62.3,58.0,10100
0.7959183673469388,I1,H,Very good,5.9,5.88,3.65,62.5,57.0,2600
0.75,SI2,I,Good,5.9,5.89,3.64,62.3,56.0,4500
0.95,VVS2,G,Ideal,6.4,6.41,3.97,62.3,58.0,6900
1.15,SI1,F,Very good,6.9,6.88,4.27,62.3,56.0,9600
0.55,VVS1,H,Fair,5.3,5.834074074074074,3.29,62.3,59.0,3100
0.7959183673469388,IF,I,Premium,6.5,6.52,4.03,62.6,57.0,7700
0.65,SI2,E,Good,5.6,5.58,3.47,62.3,56.0,3300
0.8,I1,G,Fair,6.1,6.08,3.690748299319728,62.5,57.0,4000
0.7959183673469388,VVS2,H,Premium,6.5,6.53,4.04,62.7,58.0,7900
1.3,SI1,Colorless,Very good,7.1,5.834074074074074,4.39,62.3,56.0,10300
0.7,VVS1,I,Fair,5.8,5.77,3.59,62.3,55.0,4300
0.4,SI2,F,Premium,4.8,4.78,3.690748299319728,62.4,58.0,2100
1.05,I1,G,Good,6.7,6.68,4.14,62.3,56.0,7400
0.85,VVS2,H,Fair,6.2,6.21,3.690748299319728,62.2,57.0,6500
0.7959183673469388,SI1,I,Very good,5.7,5.69,3.52,62.8,57.0,4100
0.45,VVS1,G,Ideal,4.9,5.834074074074074,3.03,62.1,59.0,2600
1.2,SI2,F,Premium,6.9,6.88,4.27,62.5,56.0,10100
0.5,VVS1,I,Fair,5.1,5.12,3.690748299319728,62.6,57.0,3200
0.6,SI1,G,Very good,5.5,5.52,3.42,62.3,56.0,3500
1.4,VVS2,H,Good,7.2,5.834074074074074,4.45,62.7,58.0,12000
0.7959183673469388,IF,I,Fair,6.4,6.41,3.97,62.3,55.0,8000
0.75,SI1,F,Premium,5.9,5.91,3.66,62.3,59.0,4600
1.1,VVS2,F,Fair,6.8,6.79,4.21,62.3,57.0,9400
0.4,SI1,I,Premium,4.7,4.69,3.690748299319728,62.2,55.0,2200
0.7959183673469388,I1,G,Very good,5.4,5.43,3.35,62.3,59.0,2400
0.75,VVS1,H,Good,5.9,5.89,3.690748299319728,62.7,56.0,4400
1.35,SI2,E,Ideal,7.2,5.834074074074074,4.46,62.8,57.0,10700
0.7959183673469388,VVS1,I,Fair,6.6,6.61,4.09,62.6,55.0,7900
0.9,SI2,G,Premium,6.3,6.31,3.9,62.3,58.0,6900
0.6,IF,H,Very good,5.5,5.49,3.41,62.3,56.0,3600
0.7959183673469388,I1,I,Ideal,5.7,5.834074074074074,3.53,62.4,57.0,2500
0.85,VVS2,F,Premium,6.2,5.834074074074074,3.84,62.3,59.0,6600
1.25,SI2,G,Fair,6.9,6.91,3.690748299319728,62.3,58.0,10500
0.5,VVS1,H,Very good,5.2,5.834074074074074,3.22,62.1,57.0,3100
0.95,SI2,D,Good,6.4,6.38,3.96,62.3,56.0,7100
0.7959183673469388,IF,I,Very good,6.4,5.834074074074074,3.98,62.2,58.0,7600
0.45,VVS1,E,Premium,4.8,4.81,3.690748299319728,62.5,55.0,2500
1.3,SI1,G,Ideal,7.0,7.01,4.34,62.3,57.0,9900
0.7959183673469388,VVS2,H,Fair,6.6,6.62,3.690748299319728,62.6,58.0,8100
0.7,SI2,I,Very good,5.8,5.77,3.58,62.3,56.0,4200
0.55,VVS1,F,Good,5.4,5.38,3.690748299319728,62.4,59.0,3300
1.2,I1,G,Premium,6.8,6.81,4.21,62.7,57.0,10100
1.05,VVS2,F,Very good,6.6,6.65,4.11,62.3,58.0,9200
0.35,SI1,I,Premium,4.5,4.49,3.690748299319728,62.3,56.0,2100
0.8,VVS1,H,Fair,6.0,6.01,3.72,62.3,58.0,4900
0.7959183673469388,VVS1,H,Good,6.5,6.52,4.03,62.6,57.0,7900
0.5,SI2,E,Premium,5.1,5.11,3.690748299319728,62.5,55.0,2900
1.35,I1,I,Ideal,7.1,7.12,4.4,62.3,56.0,9900
0.65,SI2,F,Very good,5.5,5.834074074074074,3.41,62.3,57.0,3400
1.15,VVS1,G,Premium,6.8,6.85,4.23,62.7,57.0,9800
0.4,SI2,H,Fair,4.7,5.834074074074074,2.91,62.1,58.0,2000
0.7959183673469388,VVS2,E,Good,6.3,5.834074074074074,3.9,62.3,58.0,7700
0.95,SI1,G,Ideal,6.4,6.42,3.96,62.3,56.0,7100
0.45,SI1,F,Very good,4.9,4.89,3.690748299319728,62.4,59.0,2300
1.25,VVS2,H,Good,6.9,5.834074074074074,4.27,62.3,55.0,10400
0.85,SI2,E,Fair,6.1,6.13,3.78,62.3,58.0,6300
0.7959183673469388,VVS1,G,Very good,6.4,6.43,3.97,62.5,57.0,7500
