carat,clarity,color,cut,x_dimension,y_dimension,z_dimension,depth,table,price
0.0,SI1,H,Very good,0.0,0.0,0.0,0.3999999999999986,0.5,0.0
0.1071428571428571,IF,G,Ideal,0.17647058823529416,0.18584070796460161,0.6127982293395828,0.2666666666666657,0.33333333333333215,0.06956521739130436
0.4256559766763847,VVS2,G,Good,0.2058823529411764,0.5734731781929421,0.20095693779904322,0.46666666666666856,0.5,0.09565217391304348
0.25,I1,J,Premium,0.4411764705882355,0.4513274336283184,0.44976076555023936,0.3999999999999986,0.5,0.1739130434782609
0.4256559766763847,VVS1,D,Ideal,0.8235294117647061,0.831858407079646,0.8325358851674645,0.5333333333333314,0.6666666666666661,0.6260869565217392
0.3214285714285714,SI2,Colorless,Very good,0.5,0.5734731781929421,0.5071770334928232,0.5333333333333314,0.6666666666666661,0.2086956521739131
0.9285714285714284,VVS2,F,Good,0.9705882352941178,0.9705014749262535,0.6127982293395828,0.7999999999999972,0.8333333333333321,0.8956521739130435
0.49999999999999994,SI2,H,Fair,0.6470588235294119,0.6578171091445426,0.6555023923444976,0.5999999999999943,0.5,0.18260869565217394
0.4256559766763847,VVS1,E,Premium,0.882352941176471,0.5734731781929421,0.8899521531100476,0.46666666666666856,0.5,0.765217391304348
0.17857142857142855,SI2,I,Good,0.2941176470588238,0.3008849557522124,0.6127982293395828,0.3999999999999986,0.33333333333333215,0.10434782608695653
0.28571428571428564,VVS2,G,Good,0.47058823529411775,0.471976401179941,0.6127982293395828,0.5333333333333314,0.6666666666666661,0.2
0.4256559766763847,SI1,F,Very good,0.41176470588235303,0.41887905604719733,0.42583732057416257,0.3333333333333286,0.5,0.19130434782608696
0.5357142857142856,IF,D,Ideal,0.7058823529411766,0.5734731781929421,0.7129186602870814,0.7333333333333343,0.6666666666666661,0.773913043478261
0.607142857142857,SI2,J,Good,0.7941176470588236,0.7935103244837758,0.6127982293395828,0.7999999999999972,0.5,0.6956521739130436
0.4256559766763847,I1,G,Fair,0.5882352941176472,0.5734731781929421,0.5933014354066986,0.2666666666666657,0.16666666666666607,0.14782608695652175
0.17857142857142855,SI2,H,Ideal,0.26470588235294135,0.2743362831858407,0.2870813397129186,0.3999999999999986,0.33333333333333215,0.08695652173913043
0.4256559766763847,IF,F,Premium,0.6764705882352944,0.5734731781929421,0.6842105263157894,0.2666666666666657,0.6666666666666661,0.46956521739130436
0.46428571428571425,VVS1,I,Good,0.5588235294117647,0.5693215339233038,0.6127982293395828,0.46666666666666856,0.16666666666666607,0.3739130434782609
0.5357142857142856,VVS2,D,Good,0.7058823529411766,0.7138643067846606,0.7177033492822968,0.5999999999999943,0.5,0.591304347826087
0.4256559766763847,SI1,E,Fair,0.6176470588235294,0.6253687315634218,0.6127982293395828,0.5333333333333314,0.0,0.19130434782608696
0.1071428571428571,IF,G,Very good,0.2058823529411764,0.5734731781929421,0.21052631578947367,0.3333333333333286,0.5,0.07826086956521738
0.25,VVS2,J,Ideal,0.4411764705882355,0.5734731781929421,0.44976076555023936,0.5333333333333314,0.33333333333333215,0.18260869565217394
0.4256559766763847,I1,D,Good,0.26470588235294135,0.2654867256637168,0.26315789473684204,0.19999999999999574,0.5,0.06086956521739131
0.607142857142857,VVS1,F,Premium,0.8235294117647061,0.8259587020648969,0.8229665071770336,0.5333333333333314,0.6666666666666661,0.782608695652174
0.39285714285714274,SI2,G,Good,0.5294117647058825,0.5368731563421827,0.6127982293395828,0.6666666666666643,0.5,0.28695652173913044
0.3214285714285714,SI1,Colorless,Very good,0.5,0.4985250737463125,0.5119617224880384,0.7333333333333343,0.5,0.24347826086956523
0.857142857142857,VVS2,H,Good,0.9411764705882355,0.5734731781929421,0.9473684210526316,0.7999999999999972,0.8333333333333321,0.9304347826086957
0.0714285714285714,I1,I,Fair,0.1470588235294119,0.15339233038348077,0.6127982293395828,0.3999999999999986,0.16666666666666607,0.008695652173913042
0.21428571428571425,VVS1,E,Premium,0.3823529411764708,0.39233038348082583,0.6127982293395828,0.5333333333333314,0.6666666666666661,0.2086956521739131
0.7857142857142856,SI2,F,Good,0.882352941176471,0.5734731781929421,0.8851674641148326,0.5333333333333314,0.5,0.8173913043478261
0.4256559766763847,VVS2,D,Good,0.8529411764705883,0.861356932153392,0.8612440191387563,0.5333333333333314,0.8333333333333321,0.6608695652173914
0.14285714285714285,SI1,J,Very good,0.26470588235294135,0.2625368731563422,0.26315789473684204,0.46666666666666856,0.5,0.07826086956521738
0.6785714285714284,IF,G,Ideal,0.7647058823529413,0.5734731781929421,0.770334928229665,0.3333333333333286,0.6666666666666661,0.8086956521739131
0.4256559766763847,I1,H,Good,0.5882352941176472,0.5870206489675516,0.5837320574162679,0.5999999999999943,0.5,0.1391304347826087
0.25,SI2,I,Fair,0.41176470588235303,0.5734731781929421,0.42105263157894735,0.3999999999999986,0.0,0.10434782608695653
0.28571428571428564,VVS2,D,Premium,0.5,0.4985250737463125,0.5119617224880384,0.5333333333333314,0.5,0.2782608695652174
0.4256559766763847,SI1,F,Very good,0.6470588235294119,0.6578171091445426,0.6127982293395828,0.3999999999999986,0.8333333333333321,0.391304347826087
0.1071428571428571,I1,G,Ideal,0.17647058823529416,0.18584070796460161,0.18181818181818188,0.3333333333333286,0.5,0.034782608695652174
0.39285714285714274,VVS1,H,Good,0.5588235294117647,0.566371681415929,0.6127982293395828,0.5333333333333314,0.33333333333333215,0.3565217391304348
0.4256559766763847,SI2,E,Fair,0.5882352941176472,0.5734731781929421,0.5885167464114833,0.46666666666666856,0.0,0.1739130434782609
0.607142857142857,IF,I,Premium,0.7941176470588236,0.7964601769911503,0.8038277511961722,0.5333333333333314,0.6666666666666661,0.791304347826087
0.14285714285714285,VVS2,J,Good,0.2352941176470591,0.2359882005899705,0.2392344497607657,0.3999999999999986,0.5,0.11304347826086958
0.25,I1,G,Very good,0.41176470588235303,0.5734731781929421,0.4162679425837319,0.5999999999999943,0.5,0.1565217391304348
0.4256559766763847,VVS1,H,Ideal,0.8529411764705883,0.8554572271386429,0.8612440191387563,0.46666666666666856,0.5,0.6434782608695653
0.35714285714285704,SI2,D,Good,0.5294117647058825,0.5309734513274336,0.5358851674641147,0.6666666666666643,0.5,0.30434782608695654
0.49999999999999994,SI1,Colorless,Premium,0.6764705882352944,0.6873156342182889,0.6127982293395828,0.5333333333333314,0.8333333333333321,0.5304347826086957
0.21428571428571425,VVS2,F,Good,0.3823529411764708,0.5734731781929421,0.3875598086124403,0.7333333333333343,0.6666666666666661,0.22608695652173913
0.17857142857142855,I1,I,Fair,0.26470588235294135,0.2713864306784659,0.2727272727272727,0.5333333333333314,0.0,0.05217391304347826
0.7142857142857142,VVS1,E,Premium,0.8529411764705883,0.5734731781929421,0.8564593301435408,0.7999999999999972,0.6666666666666661,0.8434782608695653
0.3214285714285714,SI2,G,Good,0.5,0.5014749262536871,0.5071770334928232,0.5333333333333314,0.5,0.2608695652173913
0.25,VVS2,D,Very good,0.4411764705882355,0.5734731781929421,0.4449760765550239,0.5999999999999943,0.33333333333333215,0.2
0.7857142857142856,SI1,H,Ideal,0.882352941176471,0.8938053097345131,0.6127982293395828,0.86666666666666,0.8333333333333321,0.8173913043478261
0.39285714285714274,IF,F,Good,0.5882352941176472,0.5734731781929421,0.5933014354066986,0.6666666666666643,0.5,0.3652173913043478
0.4256559766763847,I1,E,Fair,0.6176470588235294,0.5734731781929421,0.6220095693779906,0.7333333333333343,0.16666666666666607,0.18260869565217394
0.21428571428571425,SI2,I,Very good,0.3529411764705883,0.5734731781929421,0.36363636363636354,0.3999999999999986,0.33333333333333215,0.14782608695652175
0.46428571428571425,VVS2,E,Premium,0.6176470588235294,0.6312684365781711,0.631578947368421,0.5333333333333314,0.6666666666666661,0.5217391304347827
0.4256559766763847,I1,G,Ideal,0.5294117647058825,0.5734731781929421,0.5502392344497609,0.5999999999999943,0.33333333333333215,0.12173913043478263
0.6428571428571428,SI2,H,Fair,0.7941176470588236,0.7935103244837758,0.6127982293395828,0.6666666666666643,0.0,0.5739130434782609
0.4256559766763847,VVS1,D,Good,0.7058823529411766,0.7168141592920354,0.7224880382775121,0.5333333333333314,0.5,0.6347826086956523
0.49999999999999994,SI1,I,Very good,0.6764705882352944,0.5734731781929421,0.6889952153110048,0.46666666666666856,0.8333333333333321,0.5391304347826088
0.21428571428571425,VVS2,F,Premium,0.3823529411764708,0.3952802359882006,0.6127982293395828,0.3999999999999986,0.6666666666666661,0.23478260869565218
0.4256559766763847,I1,Colorless,Good,0.47058823529411775,0.5734731781929421,0.47846889952153115,0.5333333333333314,0.33333333333333215,0.16521739130434784
0.14285714285714285,IF,G,Ideal,0.2352941176470591,0.2359882005899705,0.2392344497607657,0.5333333333333314,0.5,0.18260869565217394
0.6785714285714284,VVS2,H,Fair,0.8235294117647061,0.831858407079646,0.8277511961722488,0.7333333333333343,0.5,0.7565217391304349
0.4256559766763847,SI2,E,Very good,0.5588235294117647,0.566371681415929,0.6127982293395828,0.5333333333333314,0.16666666666666607,0.21739130434782608
0.35714285714285704,SI1,I,Premium,0.5294117647058825,0.5280235988200588,0.5358851674641147,0.7999999999999972,0.6666666666666661,0.3130434782608696
0.3214285714285714,VVS1,D,Good,0.5,0.49557522123893794,0.6127982293395828,0.5999999999999943,0.33333333333333215,0.26956521739130435
0.75,IF,G,Ideal,0.8529411764705883,0.5734731781929421,0.8612440191387563,0.5333333333333314,0.8333333333333321,0.8521739130434783
0.25,I1,F,Fair,0.41176470588235303,0.5734731781929421,0.4162679425837319,0.3999999999999986,0.0,0.1565217391304348
0.28571428571428564,SI2,E,Premium,0.47058823529411775,0.471976401179941,0.6127982293395828,0.46666666666666856,0.5,0.25217391304347825
0.4256559766763847,VVS2,D,Good,0.7352941176470591,0.7463126843657817,0.7464114832535886,0.5333333333333314,0.5,0.6521739130434784
0.39285714285714274,SI1,I,Very good,0.5882352941176472,0.5870206489675516,0.5933014354066986,0.5333333333333314,0.5,0.3391304347826087
0.857142857142857,VVS1,E,Premium,0.9411764705882355,0.5734731781929421,0.9521531100478471,0.7999999999999972,0.6666666666666661,0.9565217391304348
0.4256559766763847,I1,F,Good,0.5882352941176472,0.5899705014749261,0.6127982293395828,0.86666666666666,0.16666666666666607,0.1739130434782609
0.17857142857142855,SI2,H,Ideal,0.26470588235294135,0.2654867256637168,0.2679425837320575,0.5333333333333314,0.33333333333333215,0.08695652173913043
0.5357142857142856,SI2,G,Very good,0.7058823529411766,0.7138643067846606,0.7224880382775121,0.5333333333333314,0.33333333333333215,0.5478260869565218
0.607142857142857,I1,Colorless,Premium,0.8235294117647061,0.8230088495575218,0.6127982293395828,0.6666666666666643,0.5,0.591304347826087
0.25,VVS1,H,Good,0.41176470588235303,0.4129793510324482,0.6127982293395828,0.3999999999999986,0.6666666666666661,0.22608695652173913
0.3214285714285714,SI2,I,Fair,0.5,0.5014749262536871,0.5023923444976077,0.5333333333333314,0.33333333333333215,0.24347826086956523
0.4256559766763847,VVS2,E,Premium,0.7647058823529413,0.7728613569321532,0.7751196172248807,0.5333333333333314,0.5,0.6260869565217392
0.42857142857142855,IF,F,Good,0.6176470588235294,0.5734731781929421,0.626794258373206,0.5333333333333314,0.5,0.46956521739130436
0.6785714285714284,SI1,G,Very good,0.8529411764705883,0.864306784660767,0.8612440191387563,0.7333333333333343,0.6666666666666661,0.765217391304348
0.4256559766763847,VVS2,D,Fair,0.7352941176470591,0.5734731781929421,0.7464114832535886,0.5999999999999943,0.5,0.6434782608695653
0.35714285714285704,SI2,H,Ideal,0.5294117647058825,0.5280235988200588,0.5311004784688995,0.6666666666666643,0.5,0.3217391304347826
0.7857142857142856,I1,I,Premium,0.9117647058823533,0.5734731781929421,0.9186602870813398,0.7999999999999972,0.33333333333333215,0.8086956521739131
0.14285714285714285,VVS1,F,Good,0.26470588235294135,0.2595870206489672,0.26315789473684204,0.5333333333333314,0.16666666666666607,0.19130434782608696
0.4256559766763847,SI2,E,Good,0.5,0.4985250737463125,0.6127982293395828,0.46666666666666856,0.8333333333333321,0.2086956521739131
0.46428571428571425,IF,D,Very good,0.6470588235294119,0.6489675516224187,0.6555023923444976,0.5333333333333314,0.33333333333333215,0.5217391304347827
0.7142857142857142,VVS2,G,Fair,0.882352941176471,0.884955752212389,0.6127982293395828,0.86666666666666,0.0,0.8347826086956522
0.21428571428571425,SI1,H,Premium,0.3529411764705883,0.5734731781929421,0.35885167464114853,0.5333333333333314,0.5,0.21739130434782608
0.607142857142857,I1,I,Very good,0.7941176470588236,0.7964601769911503,0.799043062200957,0.5333333333333314,0.6666666666666661,0.6000000000000001
0.17857142857142855,VVS2,E,Good,0.2941176470588238,0.5734731781929421,0.29186602870813405,0.5999999999999943,0.16666666666666607,0.18260869565217394
0.39285714285714274,SI2,F,Ideal,0.5588235294117647,0.5545722713864305,0.5645933014354068,0.5333333333333314,0.33333333333333215,0.3565217391304348
0.4256559766763847,IF,G,Premium,0.7058823529411766,0.7050147492625369,0.6127982293395828,0.6666666666666643,0.5,0.582608695652174
0.28571428571428564,VVS1,H,Good,0.47058823529411775,0.471976401179941,0.6127982293395828,0.3999999999999986,0.33333333333333215,0.26956521739130435
0.49999999999999994,SI2,H,Premium,0.6764705882352944,0.6843657817109143,0.6842105263157894,0.5333333333333314,0.8333333333333321,0.5478260869565218
0.6428571428571428,VVS1,E,Very good,0.8235294117647061,0.5734731781929421,0.8325358851674645,0.46666666666666856,0.33333333333333215,0.782608695652174
0.4256559766763847,IF,I,Good,0.7647058823529413,0.7758112094395277,0.7799043062200959,0.5333333333333314,0.6666666666666661,0.6173913043478262
0.17857142857142855,SI1,F,Fair,0.2941176470588238,0.2920353982300883,0.6127982293395828,0.6666666666666643,0.0,0.1391304347826087
0.35714285714285704,VVS2,G,Ideal,0.5294117647058825,0.5734731781929421,0.5406698564593302,0.5999999999999943,0.16666666666666607,0.33043478260869563
0.4256559766763847,I1,Colorless,Premium,0.4411764705882355,0.44837758112094384,0.44976076555023936,0.5333333333333314,0.33333333333333215,0.14782608695652175
0.42857142857142855,VVS2,H,Very good,0.6176470588235294,0.5734731781929421,0.626794258373206,0.7999999999999972,0.5,0.5043478260869566
0.75,SI2,D,Good,0.882352941176471,0.5734731781929421,0.8851674641148326,0.5333333333333314,0.6666666666666661,0.8608695652173914
0.25,SI1,I,Fair,0.4411764705882355,0.4424778761061945,0.4401913875598087,0.7333333333333343,0.5,0.2
0.4256559766763847,VVS1,E,Premium,0.7058823529411766,0.5734731781929421,0.7129186602870814,0.5333333333333314,0.8333333333333321,0.6347826086956523
0.3214285714285714,I1,G,Very good,0.5,0.49557522123893794,0.5071770334928232,0.5333333333333314,0.33333333333333215,0.25217391304347825
0.7857142857142856,SI2,H,Fair,0.9117647058823533,0.5734731781929421,0.9186602870813398,0.7999999999999972,0.6666666666666661,0.8434782608695653
0.21428571428571425,VVS1,I,Ideal,0.3823529411764708,0.38348082595870214,0.6127982293395828,0.86666666666666,0.16666666666666607,0.23478260869565218
0.46428571428571425,SI2,F,Very good,0.6470588235294119,0.654867256637168,0.6555023923444976,0.5333333333333314,0.5,0.5130434782608696
0.4256559766763847,I1,G,Good,0.5,0.5734731781929421,0.5023923444976077,0.5999999999999943,0.8333333333333321,0.1565217391304348
0.607142857142857,VVS2,E,Ideal,0.7941176470588236,0.8053097345132743,0.8038277511961722,0.7333333333333343,0.5,0.765217391304348
0.14285714285714285,SI1,F,Fair,0.2352941176470591,0.5734731781929421,0.2440191387559809,0.3999999999999986,0.33333333333333215,0.16521739130434784
0.7142857142857142,VVS1,G,Premium,0.8529411764705883,0.5734731781929421,0.8564593301435408,0.5333333333333314,0.6666666666666661,0.8347826086956522
0.4256559766763847,I1,H,Very good,0.5882352941176472,0.5870206489675516,0.5933014354066986,0.6666666666666643,0.5,0.18260869565217394
0.39285714285714274,SI2,I,Good,0.5882352941176472,0.5899705014749261,0.5885167464114833,0.5333333333333314,0.33333333333333215,0.34782608695652173
0.5357142857142856,VVS2,G,Ideal,0.7352941176470591,0.7433628318584071,0.7464114832535886,0.5333333333333314,0.6666666666666661,0.5565217391304349
0.6785714285714284,SI1,F,Very good,0.882352941176471,0.8820058997050144,0.8899521531100476,0.5333333333333314,0.33333333333333215,0.791304347826087
0.25,VVS1,H,Fair,0.41176470588235303,0.5734731781929421,0.42105263157894735,0.5333333333333314,0.8333333333333321,0.22608695652173913
0.4256559766763847,IF,I,Premium,0.7647058823529413,0.7758112094395277,0.7751196172248807,0.7333333333333343,0.5,0.6260869565217392
0.3214285714285714,SI2,E,Good,0.5,0.4985250737463125,0.5071770334928232,0.5333333333333314,0.33333333333333215,0.24347826086956523
0.42857142857142855,I1,G,Fair,0.6470588235294119,0.6460176991150441,0.6127982293395828,0.6666666666666643,0.5,0.30434782608695654
0.4256559766763847,VVS2,H,Premium,0.7647058823529413,0.7787610619469025,0.7799043062200959,0.7999999999999972,0.6666666666666661,0.6434782608695653
0.7857142857142856,SI1,Colorless,Very good,0.9411764705882355,0.5734731781929421,0.9473684210526316,0.5333333333333314,0.33333333333333215,0.8521739130434783
0.35714285714285704,VVS1,I,Fair,0.5588235294117647,0.5545722713864305,0.5645933014354068,0.5333333333333314,0.16666666666666607,0.33043478260869563
0.14285714285714285,SI2,F,Premium,0.26470588235294135,0.2625368731563422,0.6127982293395828,0.5999999999999943,0.6666666666666661,0.1391304347826087
0.607142857142857,I1,G,Good,0.8235294117647061,0.8230088495575218,0.8277511961722488,0.5333333333333314,0.33333333333333215,0.6000000000000001
0.46428571428571425,VVS2,H,Fair,0.6764705882352944,0.6843657817109143,0.6127982293395828,0.46666666666666856,0.5,0.5217391304347827
0.4256559766763847,SI1,I,Very good,0.5294117647058825,0.5309734513274336,0.5311004784688995,0.86666666666666,0.5,0.3130434782608696
0.17857142857142855,VVS1,G,Ideal,0.2941176470588238,0.5734731781929421,0.2966507177033493,0.3999999999999986,0.8333333333333321,0.18260869565217394
0.7142857142857142,SI2,F,Premium,0.882352941176471,0.8820058997050144,0.8899521531100476,0.6666666666666643,0.33333333333333215,0.8347826086956522
0.21428571428571425,VVS1,I,Fair,0.3529411764705883,0.36283185840707954,0.6127982293395828,0.7333333333333343,0.5,0.23478260869565218
0.28571428571428564,SI1,G,Very good,0.47058823529411775,0.4808259587020647,0.4832535885167464,0.5333333333333314,0.33333333333333215,0.2608695652173913
0.857142857142857,VVS2,H,Good,0.9705882352941178,0.5734731781929421,0.9760765550239234,0.7999999999999972,0.6666666666666661,1.0
0.4256559766763847,IF,I,Fair,0.7352941176470591,0.7433628318584071,0.7464114832535886,0.5333333333333314,0.16666666666666607,0.6521739130434784
0.39285714285714274,SI1,F,Premium,0.5882352941176472,0.5958702064896755,0.598086124401914,0.5333333333333314,0.8333333333333321,0.3565217391304348
0.6428571428571428,VVS2,F,Fair,0.8529411764705883,0.8554572271386429,0.8612440191387563,0.5333333333333314,0.5,0.773913043478261
0.14285714285714285,SI1,I,Premium,0.2352941176470591,0.2359882005899705,0.6127982293395828,0.46666666666666856,0.16666666666666607,0.14782608695652175
0.4256559766763847,I1,G,Very good,0.4411764705882355,0.45427728613569296,0.44976076555023936,0.5333333333333314,0.8333333333333321,0.16521739130434784
0.39285714285714274,VVS1,H,Good,0.5882352941176472,0.5899705014749261,0.6127982293395828,0.7999999999999972,0.33333333333333215,0.3391304347826087
0.8214285714285714,SI2,E,Ideal,0.9705882352941178,0.5734731781929421,0.9808612440191389,0.86666666666666,0.5,0.8869565217391305
0.4256559766763847,VVS1,I,Fair,0.7941176470588236,0.8023598820058997,0.8038277511961722,0.7333333333333343,0.16666666666666607,0.6434782608695653
0.49999999999999994,SI2,G,Premium,0.7058823529411766,0.7138643067846606,0.7129186602870814,0.5333333333333314,0.6666666666666661,0.5565217391304349
0.28571428571428564,IF,H,Very good,0.47058823529411775,0.471976401179941,0.47846889952153115,0.5333333333333314,0.33333333333333215,0.26956521739130435
0.4256559766763847,I1,I,Ideal,0.5294117647058825,0.5734731781929421,0.5358851674641147,0.5999999999999943,0.5,0.1739130434782609
0.46428571428571425,VVS2,F,Premium,0.6764705882352944,0.5734731781929421,0.6842105263157894,0.5333333333333314,0.8333333333333321,0.5304347826086957
0.75,SI2,G,Fair,0.882352941176471,0.8908554572271385,0.6127982293395828,0.5333333333333314,0.6666666666666661,0.8695652173913044
0.21428571428571425,VVS1,H,Very good,0.3823529411764708,0.5734731781929421,0.3875598086124403,0.3999999999999986,0.5,0.22608695652173913
0.5357142857142856,SI2,D,Good,0.7352941176470591,0.734513274336283,0.7416267942583732,0.5333333333333314,0.33333333333333215,0.5739130434782609
0.4256559766763847,IF,I,Very good,0.7352941176470591,0.5734731781929421,0.7511961722488039,0.46666666666666856,0.6666666666666661,0.6173913043478262
0.17857142857142855,VVS1,E,Premium,0.26470588235294135,0.2713864306784659,0.6127982293395828,0.6666666666666643,0.16666666666666607,0.1739130434782609
0.7857142857142856,SI1,G,Ideal,0.9117647058823533,0.9203539823008846,0.9234449760765548,0.5333333333333314,0.5,0.8173913043478261
0.4256559766763847,VVS2,H,Fair,0.7941176470588236,0.8053097345132743,0.6127982293395828,0.7333333333333343,0.6666666666666661,0.6608695652173914
0.35714285714285704,SI2,I,Very good,0.5588235294117647,0.5545722713864305,0.5598086124401915,0.5333333333333314,0.33333333333333215,0.3217391304347826
0.25,VVS1,F,Good,0.4411764705882355,0.43952802359881993,0.6127982293395828,0.5999999999999943,0.8333333333333321,0.24347826086956523
0.7142857142857142,I1,G,Premium,0.8529411764705883,0.861356932153392,0.8612440191387563,0.7999999999999972,0.5,0.8347826086956522
0.607142857142857,VVS2,F,Very good,0.7941176470588236,0.8141592920353982,0.8133971291866031,0.5333333333333314,0.6666666666666661,0.7565217391304349
0.1071428571428571,SI1,I,Premium,0.17647058823529416,0.17699115044247793,0.6127982293395828,0.5333333333333314,0.33333333333333215,0.1391304347826087
0.42857142857142855,VVS1,H,Fair,0.6176470588235294,0.6253687315634218,0.626794258373206,0.5333333333333314,0.6666666666666661,0.3826086956521739
0.4256559766763847,VVS1,H,Good,0.7647058823529413,0.7758112094395277,0.7751196172248807,0.7333333333333343,0.5,0.6434782608695653
0.21428571428571425,SI2,E,Premium,0.3529411764705883,0.359882005899705,0.6127982293395828,0.6666666666666643,0.16666666666666607,0.2086956521739131
0.8214285714285714,I1,I,Ideal,0.9411764705882355,0.9528023598820057,0.9521531100478471,0.5333333333333314,0.33333333333333215,0.8173913043478261
0.3214285714285714,SI2,F,Very good,0.47058823529411775,0.5734731781929421,0.47846889952153115,0.5333333333333314,0.5,0.25217391304347825
0.6785714285714284,VVS1,G,Premium,0.8529411764705883,0.8731563421828907,0.8708133971291867,0.7999999999999972,0.5,0.8086956521739131
0.14285714285714285,SI2,H,Fair,0.2352941176470591,0.5734731781929421,0.2392344497607657,0.3999999999999986,0.6666666666666661,0.13043478260869568
0.4256559766763847,VVS2,E,Good,0.7058823529411766,0.5734731781929421,0.7129186602870814,0.5333333333333314,0.6666666666666661,0.6260869565217392
0.5357142857142856,SI1,G,Ideal,0.7352941176470591,0.7463126843657817,0.7416267942583732,0.5333333333333314,0.33333333333333215,0.5739130434782609
0.17857142857142855,SI1,F,Very good,0.2941176470588238,0.29498525073746285,0.6127982293395828,0.5999999999999943,0.8333333333333321,0.1565217391304348
0.75,VVS2,H,Good,0.882352941176471,0.5734731781929421,0.8899521531100476,0.5333333333333314,0.16666666666666607,0.8608695652173914
0.46428571428571425,SI2,E,Fair,0.6470588235294119,0.6607669616519172,0.6555023923444976,0.5333333333333314,0.6666666666666661,0.5043478260869566
0.4256559766763847,VVS1,G,Very good,0.7352941176470591,0.7492625368731562,0.7464114832535886,0.6666666666666643,0.5,0.6086956521739131
